@relation Concrete_Data2-weka.filters.unsupervised.attribute.Remove-R1

@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric

@data
0,0,185,0,1111,784,28,19.69
0,0,186,0,1111,784,7,11.47
0,0,185,0,1111,784,28,19.69
97,76,194,8,835,821,28,33.4
97.1,75.6,193.8,8.3,835.5,821.4,28,33.4
0,98.8,146.3,14.2,987.8,889,3,21.78
0,98.8,146.3,14.2,987.8,889,14,42.29
0,98.8,146.3,14.2,987.8,889,28,50.6
0,98.8,146.3,14.2,987.8,889,56,55.83
0,98.8,146.3,14.2,987.8,889,100,60.95
0,0,185.7,0,1111.6,784.3,28,19.77
0,0,185.7,0,1111.6,784.3,7,11.48
0,0,198,0,968,863,3,9.31
0,0,198,0,968,863,90,26.94
0,0,198,0,968,863,180,27.63
0,0,198,0,968,863,365,29.79
0,0,192,0,889.8,945,90,21.86
0,0,192,0,889.8,945,7,10.22
0,0,192,0,889.8,945,28,18.75
0,0,192,0,889.8,945,3,8.2
99,77,189,6,919,749,28,33.8
98.8,77,188.6,6.5,919,749.3,28,33.8
170.3,0,185.7,0,1026.6,724.3,7,17.24
170.3,0,185.7,0,1026.6,724.3,28,32.05
100.6,78.4,170.6,10.4,935.7,762.9,28,49.77
101,78,171,10,936,763,28,49.77
100.5,78.3,200.6,8.6,864.5,761.5,28,32.4
100,78,201,9,864,761,28,32.4
110.5,86.1,195.4,5,895.2,732.6,28,33.72
111,86,195,5,895,733,28,33.72
111,86.5,195.5,5.9,832.6,790.4,28,41.54
111,86,195,6,833,790,28,41.54
114,0,228,0,932,670,90,47.03
114,0,228,0,932,670,28,45.85
114,0,228,0,932,670,365,52.91
114,0,228,0,932,670,270,51.73
114,0,228,0,932,670,180,48.7
112,87,178,10,910,745,28,39.42
112.3,87.5,177.9,10.4,909.7,744.5,28,39.42
0,89.6,198.7,10.6,931.3,762.2,28,32.25
181.9,0,185.7,0,1012.4,714.3,7,19.77
181.9,0,185.7,0,1012.4,714.3,28,31.38
105.1,81.8,209.7,9,904,679.7,28,37.17
105,82,210,9,904,680,28,37.17
0,90,199,11,931,762,28,32.24
180,120,162,10.4,830,765,28,76.24
0,0,183,0,1088,808,7,14.2
0,0,183,0,1088,808,28,24.5
0,121.4,159.5,9.9,1053.6,777.5,3,23.8
0,121.4,159.5,9.9,1053.6,777.5,14,38.77
0,121.4,159.5,9.9,1053.6,777.5,28,51.33
0,121.4,159.5,9.9,1053.6,777.5,56,56.85
0,121.4,159.5,9.9,1053.6,777.5,100,58.61
116,90,180,9,870,768,28,44.28
116,90.3,179.6,8.9,870.1,768.3,28,44.28
0,0,191,0,968,856,14,21.26
0,0,191,0,968,856,28,25.97
0,0,191,0,968,856,3,11.36
0,0,191,0,968,856,90,31.25
0,0,191,0,968,856,180,32.33
0,0,191,0,968,856,360,33.7
117,91,191,7,946,666,28,43.57
116.8,91,190.6,7,946.5,665.6,28,43.58
0,97.4,160.6,11.8,973.9,875.6,3,23.14
0,97.4,160.6,11.8,973.9,875.6,14,41.89
0,97.4,160.6,11.8,973.9,875.6,28,48.28
0,97.4,160.6,11.8,973.9,875.6,56,51.04
0,97.4,160.6,11.8,973.9,875.6,100,55.64
97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45
97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71
97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14
97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82
97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95
128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
129,100,172,9,825,805,28,52.82
0,0,186,0,1104,774,7,14.5
0,0,185,0,1104,774,28,22.44
0,0,186,0,1104,774,28,22.44
15,141,179,5.5,842,801,28,43.73
15,141,179,5.5,842,801,3,13.4
15,141,179,5.5,842,801,7,24.13
15,141,179,5.5,842,801,56,44.52
120,0,168,7,970,794,28,40.93
119.7,0,168.3,7.2,970.4,794.2,28,40.93
190,0,163,7.6,1031,685,28,53.58
200.9,0,144.7,11.2,1004.6,803.7,3,24.4
200.9,0,144.7,11.2,1004.6,803.7,7,38
200.9,0,144.7,11.2,1004.6,803.7,28,67.7
200.9,0,144.7,11.2,1004.6,803.7,56,72.99
200.9,0,144.7,11.2,1004.6,803.7,91,76.8
121,94,188,9,904,696,28,41.94
120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
192,0,192,0,932,717.8,3,16.11
192,0,192,0,932,717.8,28,38.8
192,0,192,0,932,717.8,7,23.52
192,0,192,0,932,717.8,90,50.53
121,0,177,7,908,829,28,42.13
121,0,177.4,7,907.9,829.5,28,42.14
0,0,192,0,913.2,895.3,90,32.07
0,0,192,0,913.2,895.3,3,11.65
0,0,192,0,913.2,895.3,7,14.6
0,0,192,0,913.2,895.3,28,25.57
134,0,195,6,924,760,28,46.24
133.7,0,194.9,5.5,924.1,760.1,28,46.25
193.5,0,185.7,0,998.2,704.3,7,21.86
193.5,0,185.7,0,998.2,704.3,28,33.04
0,96.2,168.1,9.4,961.2,865,3,22.5
0,96.2,168.1,9.4,961.2,865,14,34.67
0,96.2,168.1,9.4,961.2,865,28,34.74
0,96.2,168.1,9.4,961.2,865,56,45.08
0,96.2,168.1,9.4,961.2,865,100,48.97
0,0,185,0,1069,769,7,14.8
0,0,185,0,1069,769,28,25.18
0,95.6,171.5,8.9,955.1,859.2,3,22.95
0,95.6,171.5,8.9,955.1,859.2,14,35.23
0,95.6,171.5,8.9,955.1,859.2,28,39.94
0,95.6,171.5,8.9,955.1,859.2,56,48.72
0,95.6,171.5,8.9,955.1,859.2,100,52.04
0,0,185.7,0,1091.4,769.3,7,14.84
0,0,185.7,0,1091.4,769.3,28,25.22
0,0,186,0,1090,769,7,18.91
0,0,186,0,1090,769,28,25.18
0,0,192,0,1085,765,7,14.2
0,0,192,0,1085,765,28,21.65
0,0,192,0,1085,765,90,29.39
0,107,221,11,819,778,28,31.42
0,106.7,221.4,10.5,819.2,778.4,28,31.42
0,0,186,0,1040,734,7,30.96
0,117.5,174.8,9.5,1022.8,753.5,3,21.91
0,117.5,174.8,9.5,1022.8,753.5,14,36.99
0,117.5,174.8,9.5,1022.8,753.5,28,47.4
0,117.5,174.8,9.5,1022.8,753.5,56,51.96
0,117.5,174.8,9.5,1022.8,753.5,100,56.74
137.2,106.9,201.3,6,878.4,655.3,28,53.52
137,107,201,6,878,655,28,53.52
0,107,186,6,879,815,28,42.64
0,107,210,11,880,744,28,31.87
0,107,164,13,953,784,28,35.86
0,107.5,163.6,12.8,953.2,784,28,35.87
0,107,186.4,6.1,879,815.2,28,42.64
0,107,209.7,11.1,879.6,744.2,28,31.88
0,119.8,211.5,9.9,878.2,727.6,28,23.84
0,0,184,0,1075,795,7,15.58
0,0,184,0,1075,795,28,26.85
0,120,212,10,878,728,28,23.84
0,0,203,0,974,817,14,18.13
0,0,203,0,974,817,180,26.74
0,0,203,0,974,817,28,21.75
139.9,0,213.5,6.2,895.5,722.5,28,33.42
76,0,228,0,932,670,28,47.81
76,0,228,0,932,670,365,55.26
76,0,228,0,932,670,90,49.19
76,0,228,0,932,670,180,50.95
76,0,228,0,932,670,270,54.38
140,0,214,6,895,722,28,33.42
0,99.6,196,9.8,959.4,705.2,28,30.12
0,100,196,10,959,705,28,30.12
203.5,0,203.5,0,965.4,631,7,25.89
203.5,0,203.5,0,965.4,631,28,43.38
203.5,0,203.5,0,965.4,631,3,14.14
203.5,0,203.5,0,965.4,631,90,54.6
0,0,193,0,968,812,180,34.49
0,0,193,0,968,812,365,36.15
0,0,193,0,968,812,3,12.54
0,0,193,0,968,812,28,27.53
0,0,193,0,968,812,90,32.92
142.8,111.2,167.8,22.1,913.9,651.2,28,38.22
0,0,192,0,971,850.6,3,9.87
0,0,192,0,1012,830,3,11.85
0,0,192,0,1012,830,7,17.24
0,0,192,0,1012,830,28,27.83
0,0,192,0,1012,830,90,35.76
0,0,192,0,1012,830,120,38.7
0,0,192,0,970,850,7,14.99
0,0,192,0,970,850,28,27.92
0,0,192,0,970,850,90,34.68
0,0,192,0,970,850,180,37.33
0,0,192,0,970,850,360,38.11
143,111,168,22,914,651,28,33.69
143,0,168,10,914,804,28,45.3
142.8,0,167.9,10,914.3,804,28,45.3
144.7,0,127.3,8,999.7,822.2,28,44.52
0,0,178.1,8,999.7,822.2,28,25.1
160.5,0,177.6,9.6,916.6,759.5,28,52.45
0,113,178,8,1002,689,28,36.8
145,0,178,8,867,824,28,44.39
161,0,178,10,917,759,28,52.44
145,0,127,8,1000,822,28,44.52
145,0,178,8,1002,689,28,41.05
0,0,178,8,1000,822,28,25.1
262.2,0,175.5,8.6,1046.9,611.8,3,28.8
262.2,0,175.5,8.6,1046.9,611.8,7,42.8
262.2,0,175.5,8.6,1046.9,611.8,28,59.8
262.2,0,175.5,8.6,1046.9,611.8,56,64.9
262.2,0,175.5,8.6,1046.9,611.8,91,66.6
0,113,178.5,8,1001.9,688.7,28,36.8
145,0,178.5,8,867.2,824,28,40.93
145,0,178.5,8,1001.9,688.7,28,41.05
0,112.6,169.9,10.1,925.3,782.9,28,38.46
0,113,170,10,925,783,28,38.46
145,113,179,8,869,690,28,46.23
145.3,113.2,178.9,8,869.1,690.2,28,46.23
137,0,145,5.9,1130,745,28,81.75
210.7,0,185.7,0,977,689.3,28,38.7
210.7,0,185.7,0,977,689.3,7,24.44
0,126.5,209.7,5.7,860.5,736.6,28,40.06
0,126,210,6,861,737,28,40.06
212.5,0,155.7,14.3,852.1,880.4,3,25.2
212.5,0,155.7,14.3,852.1,880.4,7,33.4
212.5,0,155.7,14.3,852.1,880.4,28,55.5
212.5,0,155.7,14.3,852.1,880.4,56,66.1
212.5,0,155.7,14.3,852.1,880.4,91,68.1
164,0,190,5,870,774,28,57.21
