@relation Concrete_Data3-weka.filters.unsupervised.attribute.Remove-R1

@attribute ' b' numeric
@attribute ' c' numeric
@attribute ' d' numeric
@attribute ' e' numeric
@attribute ' f' numeric
@attribute ' g' numeric
@attribute ' h' numeric
@attribute ' i' numeric

@data
0,0,192,0,1047,806,360,42.13
0,0,186,0,1050,770,7,20.28
0,0,186,0,1050,770,28,34.29
0,0,203,0,974,775,7,18.13
0,0,203,0,974,775,14,22.53
0,0,203,0,974,775,28,27.34
0,0,203,0,974,775,56,29.98
0,0,203,0,974,775,90,31.35
0,0,203,0,974,775,180,32.72
19,97,145,13.1,967,871,28,44.03
19,97,145,12.3,967,871,28,55.45
0,141.6,193.3,11,801.4,778.4,28,40.87
119,0,160,9,1061,657,28,59
0,142,193,11,801,778,28,40.87
19,141,154,10.9,942,801,28,62.94
19,141,154,10.9,942,801,28,59.49
19,141,154,10.9,942,801,3,25.12
19,141,154,10.9,942,801,3,23.64
19,141,154,10.9,942,801,7,35.75
19,141,154,10.9,942,801,7,38.61
19,141,154,10.9,942,801,56,68.75
19,141,154,10.9,942,801,56,66.78
189,0,164.9,11.6,944.7,755.8,3,35.3
189,0,164.9,11.6,944.7,755.8,3,35.3
189,0,164.9,11.6,944.7,755.8,3,35.3
189,0,164.9,11.6,944.7,755.8,3,35.3
189,0,164.9,11.6,944.7,755.8,7,55.9
189,0,164.9,11.6,944.7,755.8,7,55.9
189,0,164.9,11.6,944.7,755.8,7,55.9
189,0,164.9,11.6,944.7,755.8,7,22.9
189,0,164.9,11.6,944.7,755.8,28,71.3
189,0,164.9,11.6,944.7,755.8,28,71.3
189,0,164.9,11.6,944.7,755.8,28,71.3
189,0,164.9,11.6,944.7,755.8,28,71.3
189,0,164.9,11.6,944.7,755.8,56,77.3
189,0,164.9,11.6,944.7,755.8,56,77.3
189,0,164.9,11.6,944.7,755.8,56,77.3
189,0,164.9,11.6,944.7,755.8,56,77.3
189,0,164.9,11.6,944.7,755.8,91,79.3
189,0,164.9,11.6,944.7,755.8,91,79.3
189,0,164.9,11.6,944.7,755.8,91,79.3
189,0,164.9,11.6,944.7,755.8,91,79.3
187,0,191,7,824,757,28,65.91
187,0,191.3,6.6,824.3,756.9,28,65.91
189.2,0,170.1,10.1,926.1,756.7,3,34.4
189.2,0,170.1,10.1,926.1,756.7,7,46.2
189.2,0,170.1,10.1,926.1,756.7,28,61.09
189.2,0,170.1,10.1,926.1,756.7,56,63.4
189.2,0,170.1,10.1,926.1,756.7,91,64.9
0,0,190,7,1013,730,28,39.05
0,0,190.2,6.7,1013.2,730.4,28,39.06
93.8,0,126.6,23.4,852.1,992.6,3,29
93.8,0,126.6,23.4,852.1,992.6,7,45.7
93.8,0,126.6,23.4,852.1,992.6,28,56.7
93.8,0,126.6,23.4,852.1,992.6,56,60.2
93.8,0,126.6,23.4,852.1,992.6,91,62.5
0,0,186,0,1038,758,7,26.06
0,0,186,0,1038,758,28,38.21
0,0,214.6,0,1003.5,762.4,3,16.28
0,0,214.6,0,1003.5,762.4,14,25.62
0,0,214.6,0,1003.5,762.4,28,31.97
0,0,214.6,0,1003.5,762.4,56,36.3
0,0,214.6,0,1003.5,762.4,100,43.06
151.2,0,153.9,15.9,1134.3,605,3,28.6
151.2,0,153.9,15.9,1134.3,605,7,47.1
151.2,0,153.9,15.9,1134.3,605,28,52.2
151.2,0,153.9,15.9,1134.3,605,56,54.9
151.2,0,153.9,15.9,1134.3,605,91,56.5
95,0,228,0,932,594,365,43.7
95,0,228,0,932,594,28,36.45
0,0,228,0,932,670,90,52.91
95,0,228,0,932,594,90,40.56
0,0,228,0,932,670,365,52.52
0,0,228,0,932,670,270,53.3
95,0,228,0,932,594,270,41.15
0,0,228,0,932,670,180,53.1
95,0,228,0,932,594,180,40.76
95,0,228,0,932,594,7,32.82
0,0,185.7,0,1104.6,784.3,28,22.49
0,0,185.7,0,1104.6,784.3,7,14.54
0,0,186,0,1047,739,7,24
0,0,186,0,1047,739,28,37.42
0,0,186,0,1111,784,7,11.47
0,0,185,0,1047,739,7,24
0,0,185,0,1047,739,28,37.42
0,0,185.7,0,1047.8,739.3,7,24.07
0,0,185.7,0,1047.8,739.3,28,37.44
0,136,158,20,903,768,28,55.55
0,0,186,0,966,763,1,6.27
0,0,186,0,966,763,3,14.7
0,0,186,0,966,763,7,23.22
0,0,186,0,966,763,14,27.92
0,0,186,0,966,763,28,31.35
20,94,157,14.3,938,845,28,50.24
20,94,157,13.9,938,845,28,46.68
20,94,157,11.6,938,845,28,46.68
20,94,157,14.3,938,845,3,22.75
20,94,157,13.9,938,845,3,25.51
20,94,157,11.6,938,845,3,34.77
20,94,157,14.3,938,845,7,36.84
20,94,157,13.9,938,845,7,45.9
20,94,157,11.6,938,845,7,41.67
20,94,157,14.3,938,845,56,56.34
20,94,157,13.9,938,845,56,47.97
20,94,157,11.6,938,845,56,61.46
97.1,0,157.9,12.1,852.1,925.7,3,28.1
97.1,0,157.9,12.1,852.1,925.7,7,34.9
97.1,0,157.9,12.1,852.1,925.7,28,50.7
97.1,0,157.9,12.1,852.1,925.7,56,55.2
97.1,0,157.9,12.1,852.1,925.7,91,57.6
189,0,145.9,22,944.7,755.8,3,40.6
189,0,145.9,22,944.7,755.8,7,59.09
189,0,145.9,22,944.7,755.8,28,74.5
189,0,145.9,22,944.7,755.8,56,79.4
189,0,145.9,22,944.7,755.8,91,82.6
0,0,192,0,940.6,785.6,3,19.2
0,0,192,0,940.6,785.6,90,48.85
0,0,192,0,940.6,785.6,28,39.6
0,0,192,0,940.6,785.6,7,27.74
0,0,192,0,940,758,3,19.11
0,0,192,0,940,758,28,39.58
0,0,192,0,940,758,90,48.79
17.2,158,167,20.8,967,633,28,55.65
0,0,185.7,0,1040.6,734.3,28,33.08
0,0,185.7,0,1040.6,734.3,7,25.45
0,0,186,0,1040,734,28,36.94
0,0,185,0,1040,734,28,39.09
0,0,187,0,1025,745,28,43.7
0,0,187,0,1025,745,7,30.14
94.7,0,147.4,11.4,946.8,852.1,3,41.1
94.7,0,147.4,11.4,946.8,852.1,7,54.1
94.7,0,147.4,11.4,946.8,852.1,28,68.5
94.7,0,147.4,11.4,946.8,852.1,56,73.7
94.7,0,147.4,11.4,946.8,852.1,91,75.5
0,0,175,0,1120,695,28,52.3
22,132,178,8.5,822,750,28,62.05
22,132,178,8.5,882,750,3,32.01
22,132,168,8.9,822,750,28,72.1
22,132,178,8.5,822,750,7,39
22,132,178,8.5,822,750,56,65.7
22,132,168,8.9,822,750,3,32.11
22,132,168,8.9,822,750,7,40.29
22,132,168,8.9,822,750,56,74.36
106.3,0,153.5,16.5,852.1,887.1,3,33.4
106.3,0,151.4,18.6,936,803.7,3,36.3
106.3,0,153.5,16.5,852.1,887.1,3,33.4
106.3,0,153.5,16.5,852.1,887.1,3,33.4
106.3,0,153.5,16.5,852.1,887.1,7,49.2
106.3,0,151.4,18.6,936,803.7,7,46.8
106.3,0,153.5,16.5,852.1,887.1,7,49.2
106.3,0,153.5,16.5,852.1,887.1,7,49.2
106.3,0,153.5,16.5,852.1,887.1,28,60.29
106.3,0,151.4,18.6,936,803.7,28,61.8
106.3,0,153.5,16.5,852.1,887.1,28,60.29
106.3,0,153.5,16.5,852.1,887.1,28,60.29
106.3,0,153.5,16.5,852.1,887.1,56,64.3
106.3,0,151.4,18.6,936,803.7,56,64.9
106.3,0,153.5,16.5,852.1,887.1,56,64.3
106.3,0,153.5,16.5,852.1,887.1,56,64.3
106.3,0,153.5,16.5,852.1,887.1,91,65.2
106.3,0,151.4,18.6,936,803.7,91,66.7
106.3,0,153.5,16.5,852.1,887.1,91,65.2
106.3,0,153.5,16.5,852.1,887.1,91,65.2
47.5,0,228,0,932,594,270,43.01
47.5,0,228,0,932,594,180,41.84
47.5,0,228,0,932,594,28,37.43
47.5,0,228,0,932,594,365,43.7
47.5,0,228,0,932,594,90,41.54
47.5,0,228,0,932,594,7,35.08
0,0,218,0,838.4,719.7,28,23.85
177,0,186,11.1,884.9,707.9,3,39.3
177,0,186,11.1,884.9,707.9,7,56.1
177,0,186,11.1,884.9,707.9,28,66
177,0,186,11.1,884.9,707.9,56,71.7
177,0,186,11.1,884.9,707.9,91,73.3
24,79,162,11.6,967,712,28,57.03
24,79,162,11.6,967,712,28,44.42
24,79,162,11.6,967,712,28,51.02
24,79,162,10.3,967,712,28,53.39
24,79,162,11.6,967,712,3,35.36
24,79,162,11.6,967,712,3,25.02
24,79,162,11.6,967,712,3,23.35
24,79,162,11.6,967,712,7,52.01
24,79,162,11.6,967,712,7,38.02
24,79,162,11.6,967,712,7,39.3
24,79,162,11.6,967,712,56,61.07
24,79,162,11.6,967,712,56,56.14
24,79,162,11.6,967,712,56,55.25
24,79,162,10.3,967,712,56,54.77
50,0,200,3,1124.4,613.2,28,39.38
0,0,165,11.3,1030,745,28,78.8
117.2,0,137.8,32.2,852.1,840.5,3,40.2
117.2,0,137.8,32.2,852.1,840.5,7,54.9
117.2,0,137.8,32.2,852.1,840.5,28,66.9
117.2,0,137.8,32.2,852.1,840.5,56,69.3
117.2,0,137.8,32.2,852.1,840.5,91,70.7
0,0,228,0,932,594,28,39.29
0,0,228,0,932,594,180,42.62
0,0,228,0,932,594,7,38.6
0,0,228,0,932,594,270,42.13
0,0,228,0,932,594,90,42.23
0,0,228,0,932,594,365,41.93
118.8,0,181.1,8.9,852.1,781.5,3,37.8
118.8,0,181.1,8.9,852.1,781.5,7,55.6
118.8,0,181.1,8.9,852.1,781.5,28,68.3
118.8,0,181.1,8.9,852.1,781.5,56,72.3
118.8,0,181.1,8.9,852.1,781.5,91,74.19
0,59,142,1.9,1098,641,28,57.23
0,0,162,9.5,1044,662,28,58.52
0,0,192,0,936.2,712.2,28,43.94
0,0,192,0,936.2,712.2,7,34.57
0,0,192,0,936.2,712.2,90,54.32
0,0,192,0,936.2,712.2,3,24.4
0,0,192,0,936,721,28,43.89
0,0,192,0,936,721,90,54.28
0,0,192,0,936,721,3,24.39
0,0,146,0,1120,800,28,71.99
26,123,210,3.9,882,699,28,55.55
26,123,201,3.9,822,699,28,57.92
26,123,210,3.9,882,699,3,25.61
26,123,210,3.9,882,699,7,33.49
26,123,210,3.9,882,699,56,59.59
26,123,201,3.9,822,699,3,29.55
26,123,201,3.9,822,699,7,37.92
26,123,201,3.9,822,699,56,61.86
0,0,140,4,966,853,28,67.57
0,0,151,9,1033,655,28,69.84
0,0,200,0,1125,613,1,12.64
0,0,200,0,1125,613,3,26.06
0,0,200,0,1125,613,7,33.21
0,0,200,0,1125,613,14,36.94
0,0,200,0,1125,613,28,44.09
0,0,200,0,1125,613,90,47.22
0,0,200,0,1125,613,180,51.04
0,0,200,0,1125,613,270,55.16
0,0,200,3,1124.4,613.2,28,44.13
0,60,195,0,1030,630,28,64.02
0,0,162,8.2,801,802,28,41.37
0,0,162,8.3,801,802,28,41.37
0,0,170,5.2,855,855,28,60.28
0,0,175,5.2,870,805,28,51.02
0,0,146,0,896,896,7,50.51
0,0,146,0,896,896,28,74.99
0,0,189,0,1125,613,180,61.92
0,0,189,0,1125,613,3,33.8
0,0,189,0,1125,613,7,42.42
0,0,189,0,1125,613,14,48.4
0,0,189,0,1125,613,28,55.94
0,0,189,0,1125,613,90,58.78
0,0,189,0,1125,613,270,67.11
0,0,185,6.9,920,720,28,56.83
0,0,141.8,28.2,852.1,893.7,3,41.3
0,0,141.8,28.2,852.1,893.7,7,46.9
0,0,141.8,28.2,852.1,893.7,28,56.4
0,0,141.8,28.2,852.1,893.7,56,58.8
0,0,141.8,28.2,852.1,893.7,91,59.2
0,0,162,2.5,1040,676,28,79.99
0,0,162,2.5,1055,676,28,61.89
0,0,173,0,1125,613,7,52.61
0,0,173,0,1125,613,14,59.76
0,0,173,0,1125,613,28,67.31
0,0,173,0,1125,613,90,69.66
0,0,173,0,1125,613,180,71.62
0,0,173,0,1125,613,270,74.17
0,0,173,0,1125,613,3,41.64
