@relation Concrete_Data2-weka.filters.unsupervised.attribute.Remove-R1

@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric

@data
0,0,185,0,1111,784,28,19.69
0,0,186,0,1111,784,7,11.47
0,0,185,0,1111,784,28,19.69
97,76,194,8,835,821,28,33.4
97.1,75.6,193.8,8.3,835.5,821.4,28,33.4
0,98.8,146.3,14.2,987.8,889,3,21.78
0,98.8,146.3,14.2,987.8,889,14,42.29
0,98.8,146.3,14.2,987.8,889,28,50.6
0,98.8,146.3,14.2,987.8,889,56,55.83
0,98.8,146.3,14.2,987.8,889,100,60.95
0,0,185.7,0,1111.6,784.3,28,19.77
0,0,185.7,0,1111.6,784.3,7,11.48
0,0,198,0,968,863,3,9.31
0,0,198,0,968,863,90,26.94
0,0,198,0,968,863,180,27.63
0,0,198,0,968,863,365,29.79
0,0,192,0,889.8,945,90,21.86
0,0,192,0,889.8,945,7,10.22
0,0,192,0,889.8,945,28,18.75
0,0,192,0,889.8,945,3,8.2
99,77,189,6,919,749,28,33.8
98.8,77,188.6,6.5,919,749.3,28,33.8
170.3,0,185.7,0,1026.6,724.3,7,17.24
170.3,0,185.7,0,1026.6,724.3,28,32.05
100.6,78.4,170.6,10.4,935.7,762.9,28,49.77
101,78,171,10,936,763,28,49.77
100.5,78.3,200.6,8.6,864.5,761.5,28,32.4
100,78,201,9,864,761,28,32.4
110.5,86.1,195.4,5,895.2,732.6,28,33.72
111,86,195,5,895,733,28,33.72
111,86.5,195.5,5.9,832.6,790.4,28,41.54
111,86,195,6,833,790,28,41.54
114,0,228,0,932,670,90,47.03
114,0,228,0,932,670,28,45.85
114,0,228,0,932,670,365,52.91
114,0,228,0,932,670,270,51.73
114,0,228,0,932,670,180,48.7
112,87,178,10,910,745,28,39.42
112.3,87.5,177.9,10.4,909.7,744.5,28,39.42
0,89.6,198.7,10.6,931.3,762.2,28,32.25
181.9,0,185.7,0,1012.4,714.3,7,19.77
181.9,0,185.7,0,1012.4,714.3,28,31.38
105.1,81.8,209.7,9,904,679.7,28,37.17
105,82,210,9,904,680,28,37.17
0,90,199,11,931,762,28,32.24
180,120,162,10.4,830,765,28,76.24
0,0,183,0,1088,808,7,14.2
0,0,183,0,1088,808,28,24.5
0,121.4,159.5,9.9,1053.6,777.5,3,23.8
0,121.4,159.5,9.9,1053.6,777.5,14,38.77
0,121.4,159.5,9.9,1053.6,777.5,28,51.33
0,121.4,159.5,9.9,1053.6,777.5,56,56.85
0,121.4,159.5,9.9,1053.6,777.5,100,58.61
116,90,180,9,870,768,28,44.28
116,90.3,179.6,8.9,870.1,768.3,28,44.28
0,0,191,0,968,856,14,21.26
0,0,191,0,968,856,28,25.97
0,0,191,0,968,856,3,11.36
0,0,191,0,968,856,90,31.25
0,0,191,0,968,856,180,32.33
0,0,191,0,968,856,360,33.7
117,91,191,7,946,666,28,43.57
116.8,91,190.6,7,946.5,665.6,28,43.58
0,97.4,160.6,11.8,973.9,875.6,3,23.14
0,97.4,160.6,11.8,973.9,875.6,14,41.89
0,97.4,160.6,11.8,973.9,875.6,28,48.28
0,97.4,160.6,11.8,973.9,875.6,56,51.04
0,97.4,160.6,11.8,973.9,875.6,100,55.64
97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45
97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71
97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14
97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82
97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95
128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
129,100,172,9,825,805,28,52.82
0,0,186,0,1104,774,7,14.5
0,0,185,0,1104,774,28,22.44
0,0,186,0,1104,774,28,22.44
15,141,179,5.5,842,801,28,43.73
15,141,179,5.5,842,801,3,13.4
15,141,179,5.5,842,801,7,24.13
15,141,179,5.5,842,801,56,44.52
120,0,168,7,970,794,28,40.93
119.7,0,168.3,7.2,970.4,794.2,28,40.93
190,0,163,7.6,1031,685,28,53.58
200.9,0,144.7,11.2,1004.6,803.7,3,24.4
200.9,0,144.7,11.2,1004.6,803.7,7,38
200.9,0,144.7,11.2,1004.6,803.7,28,67.7
200.9,0,144.7,11.2,1004.6,803.7,56,72.99
200.9,0,144.7,11.2,1004.6,803.7,91,76.8
121,94,188,9,904,696,28,41.94
120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
192,0,192,0,932,717.8,3,16.11
192,0,192,0,932,717.8,28,38.8
192,0,192,0,932,717.8,7,23.52
192,0,192,0,932,717.8,90,50.53
121,0,177,7,908,829,28,42.13
121,0,177.4,7,907.9,829.5,28,42.14
0,0,192,0,913.2,895.3,90,32.07
0,0,192,0,913.2,895.3,3,11.65
0,0,192,0,913.2,895.3,7,14.6
0,0,192,0,913.2,895.3,28,25.57
134,0,195,6,924,760,28,46.24
133.7,0,194.9,5.5,924.1,760.1,28,46.25
193.5,0,185.7,0,998.2,704.3,7,21.86
193.5,0,185.7,0,998.2,704.3,28,33.04
0,96.2,168.1,9.4,961.2,865,3,22.5
0,96.2,168.1,9.4,961.2,865,14,34.67
0,96.2,168.1,9.4,961.2,865,28,34.74
0,96.2,168.1,9.4,961.2,865,56,45.08
0,96.2,168.1,9.4,961.2,865,100,48.97
0,0,185,0,1069,769,7,14.8
0,0,185,0,1069,769,28,25.18
0,95.6,171.5,8.9,955.1,859.2,3,22.95
0,95.6,171.5,8.9,955.1,859.2,14,35.23
0,95.6,171.5,8.9,955.1,859.2,28,39.94
0,95.6,171.5,8.9,955.1,859.2,56,48.72
0,95.6,171.5,8.9,955.1,859.2,100,52.04
0,0,185.7,0,1091.4,769.3,7,14.84
0,0,185.7,0,1091.4,769.3,28,25.22
0,0,186,0,1090,769,7,18.91
0,0,186,0,1090,769,28,25.18
0,0,192,0,1085,765,7,14.2
0,0,192,0,1085,765,28,21.65
0,0,192,0,1085,765,90,29.39
0,107,221,11,819,778,28,31.42
0,106.7,221.4,10.5,819.2,778.4,28,31.42
0,0,186,0,1040,734,7,30.96
0,117.5,174.8,9.5,1022.8,753.5,3,21.91
0,117.5,174.8,9.5,1022.8,753.5,14,36.99
0,117.5,174.8,9.5,1022.8,753.5,28,47.4
0,117.5,174.8,9.5,1022.8,753.5,56,51.96
0,117.5,174.8,9.5,1022.8,753.5,100,56.74
137.2,106.9,201.3,6,878.4,655.3,28,53.52
137,107,201,6,878,655,28,53.52
0,107,186,6,879,815,28,42.64
0,107,210,11,880,744,28,31.87
0,107,164,13,953,784,28,35.86
0,107.5,163.6,12.8,953.2,784,28,35.87
0,107,186.4,6.1,879,815.2,28,42.64
0,107,209.7,11.1,879.6,744.2,28,31.88
0,119.8,211.5,9.9,878.2,727.6,28,23.84
0,0,184,0,1075,795,7,15.58
0,0,184,0,1075,795,28,26.85
0,120,212,10,878,728,28,23.84
0,0,203,0,974,817,14,18.13
0,0,203,0,974,817,180,26.74
0,0,203,0,974,817,28,21.75
139.9,0,213.5,6.2,895.5,722.5,28,33.42
76,0,228,0,932,670,28,47.81
76,0,228,0,932,670,365,55.26
76,0,228,0,932,670,90,49.19
76,0,228,0,932,670,180,50.95
76,0,228,0,932,670,270,54.38
140,0,214,6,895,722,28,33.42
0,99.6,196,9.8,959.4,705.2,28,30.12
0,100,196,10,959,705,28,30.12
203.5,0,203.5,0,965.4,631,7,25.89
203.5,0,203.5,0,965.4,631,28,43.38
203.5,0,203.5,0,965.4,631,3,14.14
203.5,0,203.5,0,965.4,631,90,54.6
0,0,193,0,968,812,180,34.49
0,0,193,0,968,812,365,36.15
0,0,193,0,968,812,3,12.54
0,0,193,0,968,812,28,27.53
0,0,193,0,968,812,90,32.92
142.8,111.2,167.8,22.1,913.9,651.2,28,38.22
0,0,192,0,971,850.6,3,9.87
0,0,192,0,1012,830,3,11.85
0,0,192,0,1012,830,7,17.24
0,0,192,0,1012,830,28,27.83
0,0,192,0,1012,830,90,35.76
0,0,192,0,1012,830,120,38.7
0,0,192,0,970,850,7,14.99
0,0,192,0,970,850,28,27.92
0,0,192,0,970,850,90,34.68
0,0,192,0,970,850,180,37.33
0,0,192,0,970,850,360,38.11
143,111,168,22,914,651,28,33.69
143,0,168,10,914,804,28,45.3
142.8,0,167.9,10,914.3,804,28,45.3
144.7,0,127.3,8,999.7,822.2,28,44.52
0,0,178.1,8,999.7,822.2,28,25.1
160.5,0,177.6,9.6,916.6,759.5,28,52.45
0,113,178,8,1002,689,28,36.8
145,0,178,8,867,824,28,44.39
161,0,178,10,917,759,28,52.44
145,0,127,8,1000,822,28,44.52
145,0,178,8,1002,689,28,41.05
0,0,178,8,1000,822,28,25.1
262.2,0,175.5,8.6,1046.9,611.8,3,28.8
262.2,0,175.5,8.6,1046.9,611.8,7,42.8
262.2,0,175.5,8.6,1046.9,611.8,28,59.8
262.2,0,175.5,8.6,1046.9,611.8,56,64.9
262.2,0,175.5,8.6,1046.9,611.8,91,66.6
0,113,178.5,8,1001.9,688.7,28,36.8
145,0,178.5,8,867.2,824,28,40.93
145,0,178.5,8,1001.9,688.7,28,41.05
0,112.6,169.9,10.1,925.3,782.9,28,38.46
0,113,170,10,925,783,28,38.46
145,113,179,8,869,690,28,46.23
145.3,113.2,178.9,8,869.1,690.2,28,46.23
137,0,145,5.9,1130,745,28,81.75
210.7,0,185.7,0,977,689.3,28,38.7
210.7,0,185.7,0,977,689.3,7,24.44
0,126.5,209.7,5.7,860.5,736.6,28,40.06
0,126,210,6,861,737,28,40.06
212.5,0,155.7,14.3,852.1,880.4,3,25.2
212.5,0,155.7,14.3,852.1,880.4,7,33.4
212.5,0,155.7,14.3,852.1,880.4,28,55.5
212.5,0,155.7,14.3,852.1,880.4,56,66.1
212.5,0,155.7,14.3,852.1,880.4,91,68.1
164,0,190,5,870,774,28,57.21
0,128,182,11,870,780,28,37.26
164.2,0,190.5,4.6,870,774,28,57.22
0,127.9,182.5,11.5,870.1,779.7,28,37.27
0,0,203,0,974,800,14,20.77
0,0,203,0,974,800,28,25.18
0,0,203,0,974,800,180,29.59
149,0,186,8,951,709,28,52.42
0,116,196,10,818,813,28,31.18
0,115.6,196,10.4,817.9,813.4,28,31.18
148.6,0,185.8,8.5,951,709.5,28,52.43
282.8,0,183.8,10.3,942.7,659.9,3,28.3
282.8,0,183.8,10.3,942.7,659.9,7,49.8
282.8,0,183.8,10.3,942.7,659.9,28,74.7
282.8,0,183.8,10.3,942.7,659.9,56,80.2
0,0,184,0,1063,783,7,17.54
0,0,184,0,1063,783,28,30.57
166.4,0,174,8.9,881.6,790,28,61.24
166,0,174,9,882,790,28,61.23
0,138,199,11,801,792,28,40.68
0,137.9,199,10.8,801.1,792.5,28,38.63
169.6,0,194.9,8.1,811,802.3,28,56.62
0,0,192,0,1025,821,3,14.31
0,0,192,0,1025,821,7,17.44
0,0,192,0,1025,821,28,31.74
0,0,192,0,1025,821,90,37.91
0,0,192,0,1025,821,120,39.38
0,0,192,0,978,825,180,39
0,0,192,0,978,825,360,41.24
0,0,192,0,978,825,3,13.52
0,0,192,0,879,825,3,13.52
0,0,192,0,978,825,7,16.26
0,0,192,0,978,825,28,31.45
0,0,192,0,978,825,90,37.23
170,0,195,8,811,802,28,56.61
142.5,0,228,0,932,594,270,40.27
142.5,0,228,0,932,594,365,41.05
142.5,0,228,0,932,594,90,37.72
142.5,0,228,0,932,594,180,39.78
142.5,0,228,0,932,594,28,33.02
142.5,0,228,0,932,594,7,30.28
17.5,163,167,17.9,996,652,28,47.28
0,0,192,0,931.2,842.6,3,15.62
0,0,192,0,931.2,842.6,28,31.97
0,0,192,0,931.2,842.6,7,23.4
0,0,192,0,931.2,842.6,90,41.68
17.6,158,189,15.3,967,633,28,44.33
0,0,182,3,986,817,28,44.86
0,0,181.9,3.4,985.8,816.8,28,44.87
189,0,174.9,9.5,944.7,755.8,3,24.1
189,0,174.9,9.5,944.7,755.8,7,35.1
189,0,174.9,9.5,944.7,755.8,28,49.9
189,0,174.9,9.5,944.7,755.8,56,59.89
189,0,174.9,9.5,944.7,755.8,91,67.8
0,0,197,0,968,781,3,13.22
0,0,197,0,968,781,7,20.97
0,0,197,0,968,781,14,27.04
0,0,197,0,968,781,28,32.04
0,0,197,0,968,781,90,35.17
0,0,197,0,968,781,180,36.45
0,0,197,0,968,781,365,38.89
0,0,185,0,1069,754,7,21.16
0,0,185,0,1069,754,28,31.84
0,0,185,0,1060,754,28,31.65
0,0,185.7,0,1069.2,754.3,7,21.18
0,0,185.7,0,1069.2,754.3,28,31.9
38,0,228,0,932,670,365,56.14
38,0,228,0,932,670,180,52.12
38,0,228,0,932,670,90,50.46
38,0,228,0,932,670,270,55.06
0,0,192,0,1047,806.9,3,15.05
0,0,192,0,1056,809,3,15.87
0,0,192,0,1056,809,7,9.01
0,0,192,0,1056,809,28,33.61
0,0,192,0,1056,809,90,40.66
0,0,192,0,1056,809,120,40.86
0,0,192,0,1047,806,3,14.99
0,0,192,0,1047,806,7,18.13
0,0,192,0,1047,806,28,32.72
0,0,192,0,1047,806,90,39.49
0,0,192,0,1047,806,180,41.05
0,0,192,0,1047,806,360,42.13
0,0,186,0,1050,770,7,20.28
0,0,186,0,1050,770,28,34.29
0,0,203,0,974,775,7,18.13
0,0,203,0,974,775,14,22.53
0,0,203,0,974,775,28,27.34
0,0,203,0,974,775,56,29.98
0,0,203,0,974,775,90,31.35
0,0,203,0,974,775,180,32.72
19,97,145,13.1,967,871,28,44.03
19,97,145,12.3,967,871,28,55.45
0,141.6,193.3,11,801.4,778.4,28,40.87
119,0,160,9,1061,657,28,59
0,142,193,11,801,778,28,40.87
19,141,154,10.9,942,801,28,62.94
19,141,154,10.9,942,801,28,59.49
19,141,154,10.9,942,801,3,25.12
19,141,154,10.9,942,801,3,23.64
19,141,154,10.9,942,801,7,35.75
19,141,154,10.9,942,801,7,38.61
19,141,154,10.9,942,801,56,68.75
19,141,154,10.9,942,801,56,66.78
189,0,164.9,11.6,944.7,755.8,3,35.3
189,0,164.9,11.6,944.7,755.8,3,35.3
189,0,164.9,11.6,944.7,755.8,3,35.3
189,0,164.9,11.6,944.7,755.8,3,35.3
189,0,164.9,11.6,944.7,755.8,7,55.9
189,0,164.9,11.6,944.7,755.8,7,55.9
189,0,164.9,11.6,944.7,755.8,7,55.9
189,0,164.9,11.6,944.7,755.8,7,22.9
189,0,164.9,11.6,944.7,755.8,28,71.3
189,0,164.9,11.6,944.7,755.8,28,71.3
189,0,164.9,11.6,944.7,755.8,28,71.3
189,0,164.9,11.6,944.7,755.8,28,71.3
189,0,164.9,11.6,944.7,755.8,56,77.3
189,0,164.9,11.6,944.7,755.8,56,77.3
189,0,164.9,11.6,944.7,755.8,56,77.3
189,0,164.9,11.6,944.7,755.8,56,77.3
189,0,164.9,11.6,944.7,755.8,91,79.3
189,0,164.9,11.6,944.7,755.8,91,79.3
189,0,164.9,11.6,944.7,755.8,91,79.3
189,0,164.9,11.6,944.7,755.8,91,79.3
187,0,191,7,824,757,28,65.91
187,0,191.3,6.6,824.3,756.9,28,65.91
189.2,0,170.1,10.1,926.1,756.7,3,34.4
189.2,0,170.1,10.1,926.1,756.7,7,46.2
189.2,0,170.1,10.1,926.1,756.7,28,61.09
189.2,0,170.1,10.1,926.1,756.7,56,63.4
189.2,0,170.1,10.1,926.1,756.7,91,64.9
0,0,190,7,1013,730,28,39.05
0,0,190.2,6.7,1013.2,730.4,28,39.06
93.8,0,126.6,23.4,852.1,992.6,3,29
93.8,0,126.6,23.4,852.1,992.6,7,45.7
93.8,0,126.6,23.4,852.1,992.6,28,56.7
93.8,0,126.6,23.4,852.1,992.6,56,60.2
93.8,0,126.6,23.4,852.1,992.6,91,62.5
0,0,186,0,1038,758,7,26.06
0,0,186,0,1038,758,28,38.21
0,0,214.6,0,1003.5,762.4,3,16.28
0,0,214.6,0,1003.5,762.4,14,25.62
0,0,214.6,0,1003.5,762.4,28,31.97
0,0,214.6,0,1003.5,762.4,56,36.3
0,0,214.6,0,1003.5,762.4,100,43.06
151.2,0,153.9,15.9,1134.3,605,3,28.6
151.2,0,153.9,15.9,1134.3,605,7,47.1
151.2,0,153.9,15.9,1134.3,605,28,52.2
151.2,0,153.9,15.9,1134.3,605,56,54.9
151.2,0,153.9,15.9,1134.3,605,91,56.5
95,0,228,0,932,594,365,43.7
95,0,228,0,932,594,28,36.45
0,0,228,0,932,670,90,52.91
95,0,228,0,932,594,90,40.56
0,0,228,0,932,670,365,52.52
0,0,228,0,932,670,270,53.3
95,0,228,0,932,594,270,41.15
0,0,228,0,932,670,180,53.1
95,0,228,0,932,594,180,40.76
95,0,228,0,932,594,7,32.82
0,0,185.7,0,1104.6,784.3,28,22.49
0,0,185.7,0,1104.6,784.3,7,14.54
0,0,186,0,1047,739,7,24
0,0,186,0,1047,739,28,37.42
0,0,186,0,1111,784,7,11.47
0,0,185,0,1047,739,7,24
0,0,185,0,1047,739,28,37.42
0,0,185.7,0,1047.8,739.3,7,24.07
0,0,185.7,0,1047.8,739.3,28,37.44
0,136,158,20,903,768,28,55.55
0,0,186,0,966,763,1,6.27
0,0,186,0,966,763,3,14.7
0,0,186,0,966,763,7,23.22
0,0,186,0,966,763,14,27.92
0,0,186,0,966,763,28,31.35
20,94,157,14.3,938,845,28,50.24
20,94,157,13.9,938,845,28,46.68
20,94,157,11.6,938,845,28,46.68
20,94,157,14.3,938,845,3,22.75
20,94,157,13.9,938,845,3,25.51
20,94,157,11.6,938,845,3,34.77
20,94,157,14.3,938,845,7,36.84
20,94,157,13.9,938,845,7,45.9
20,94,157,11.6,938,845,7,41.67
20,94,157,14.3,938,845,56,56.34
20,94,157,13.9,938,845,56,47.97
20,94,157,11.6,938,845,56,61.46
97.1,0,157.9,12.1,852.1,925.7,3,28.1
97.1,0,157.9,12.1,852.1,925.7,7,34.9
97.1,0,157.9,12.1,852.1,925.7,28,50.7
97.1,0,157.9,12.1,852.1,925.7,56,55.2
97.1,0,157.9,12.1,852.1,925.7,91,57.6
189,0,145.9,22,944.7,755.8,3,40.6
189,0,145.9,22,944.7,755.8,7,59.09
189,0,145.9,22,944.7,755.8,28,74.5
189,0,145.9,22,944.7,755.8,56,79.4
189,0,145.9,22,944.7,755.8,91,82.6
0,0,192,0,940.6,785.6,3,19.2
0,0,192,0,940.6,785.6,90,48.85
0,0,192,0,940.6,785.6,28,39.6
0,0,192,0,940.6,785.6,7,27.74
0,0,192,0,940,758,3,19.11
0,0,192,0,940,758,28,39.58
0,0,192,0,940,758,90,48.79
17.2,158,167,20.8,967,633,28,55.65
0,0,185.7,0,1040.6,734.3,28,33.08
0,0,185.7,0,1040.6,734.3,7,25.45
0,0,186,0,1040,734,28,36.94
0,0,185,0,1040,734,28,39.09
0,0,187,0,1025,745,28,43.7
0,0,187,0,1025,745,7,30.14
94.7,0,147.4,11.4,946.8,852.1,3,41.1
94.7,0,147.4,11.4,946.8,852.1,7,54.1
94.7,0,147.4,11.4,946.8,852.1,28,68.5
94.7,0,147.4,11.4,946.8,852.1,56,73.7
94.7,0,147.4,11.4,946.8,852.1,91,75.5
0,0,175,0,1120,695,28,52.3
22,132,178,8.5,822,750,28,62.05
22,132,178,8.5,882,750,3,32.01
22,132,168,8.9,822,750,28,72.1
22,132,178,8.5,822,750,7,39
22,132,178,8.5,822,750,56,65.7
22,132,168,8.9,822,750,3,32.11
22,132,168,8.9,822,750,7,40.29
22,132,168,8.9,822,750,56,74.36
106.3,0,153.5,16.5,852.1,887.1,3,33.4
106.3,0,151.4,18.6,936,803.7,3,36.3
106.3,0,153.5,16.5,852.1,887.1,3,33.4
106.3,0,153.5,16.5,852.1,887.1,3,33.4
106.3,0,153.5,16.5,852.1,887.1,7,49.2
106.3,0,151.4,18.6,936,803.7,7,46.8
106.3,0,153.5,16.5,852.1,887.1,7,49.2
106.3,0,153.5,16.5,852.1,887.1,7,49.2
106.3,0,153.5,16.5,852.1,887.1,28,60.29
106.3,0,151.4,18.6,936,803.7,28,61.8
106.3,0,153.5,16.5,852.1,887.1,28,60.29
106.3,0,153.5,16.5,852.1,887.1,28,60.29
106.3,0,153.5,16.5,852.1,887.1,56,64.3
106.3,0,151.4,18.6,936,803.7,56,64.9
106.3,0,153.5,16.5,852.1,887.1,56,64.3
106.3,0,153.5,16.5,852.1,887.1,56,64.3
106.3,0,153.5,16.5,852.1,887.1,91,65.2
106.3,0,151.4,18.6,936,803.7,91,66.7
106.3,0,153.5,16.5,852.1,887.1,91,65.2
106.3,0,153.5,16.5,852.1,887.1,91,65.2
47.5,0,228,0,932,594,270,43.01
47.5,0,228,0,932,594,180,41.84
47.5,0,228,0,932,594,28,37.43
47.5,0,228,0,932,594,365,43.7
47.5,0,228,0,932,594,90,41.54
47.5,0,228,0,932,594,7,35.08
